"sample_type" "gene" "expression_level"
"2307" "Normal" "PTEN" 1.16
"2308" "Normal" "PTEN" 1.3
"2309" "Normal" "PTEN" -0.31
"2310" "Normal" "PTEN" 1.01
"2311" "Normal" "PTEN" 0.51
"2312" "Normal" "PTEN" 0.91
"2313" "Normal" "PTEN" 1.7
"2314" "Normal" "PTEN" -0.14
"2315" "Normal" "PTEN" 0.74
"2316" "Normal" "PTEN" 0.93
"2317" "Normal" "PTEN" 0.48
"2318" "Normal" "PTEN" -0.27
"2319" "Normal" "PTEN" 0.48
"2320" "Normal" "PTEN" 0.38
"2321" "Normal" "PTEN" -1.34
"2322" "Normal" "PTEN" 1.77
"2323" "Normal" "PTEN" 0.75
"2324" "Normal" "PTEN" 0.08
"2325" "Normal" "PTEN" 0.5
"2326" "Normal" "PTEN" 1.17
"2327" "Normal" "PTEN" 0.11
"2328" "Normal" "PTEN" 1.84
"2329" "Normal" "PTEN" 1.03
"2330" "Normal" "PTEN" -0.13
"2331" "Normal" "PTEN" 0.16
"2332" "Normal" "PTEN" 0.41
"2333" "Normal" "PTEN" -0.89
"2334" "Normal" "PTEN" 0.64
"2335" "Normal" "PTEN" 1.74
"2336" "Normal" "PTEN" 1.29
"2337" "Normal" "PTEN" 0.34
"2338" "Normal" "PTEN" 1.56
"2339" "Normal" "PTEN" 1.37
"2340" "Normal" "PTEN" -1.38
"2341" "Normal" "PTEN" 1.01
"2342" "Normal" "PTEN" 0.26
"2343" "Normal" "PTEN" 0.97
"2344" "Normal" "PTEN" 0.84
"2345" "Normal" "PTEN" 0.11
"2346" "Normal" "PTEN" 0.83
"2347" "Normal" "PTEN" 1.27
"2348" "Normal" "PTEN" 0.67
"2349" "Normal" "PTEN" 1.92
"2350" "Normal" "PTEN" 1.16
"2351" "Normal" "PTEN" 0.33
"2352" "Normal" "PTEN" 0.37
"2353" "Normal" "PTEN" 0.83
"2354" "Normal" "PTEN" 0.57
"2355" "Normal" "PTEN" 1.23
"2356" "Normal" "PTEN" 0.28
"2357" "Normal" "PTEN" 1.25
"2358" "Normal" "PTEN" 0.5
"2359" "Normal" "PTEN" 1.13
"2360" "Normal" "PTEN" 0.11
"2361" "Normal" "PTEN" 0.4
"2362" "Normal" "PTEN" 0.33
"2363" "Normal" "PTEN" 1.27
"2364" "Normal" "PTEN" 1.37
"2365" "Normal" "PTEN" -0.5
"2366" "Normal" "PTEN" 0.61
"2367" "Normal" "PTEN" 0.31
"2368" "Normal" "PTEN" 1.23
"2369" "Normal" "PTEN" 1.4
"2370" "Normal" "PTEN" 0.18
"2371" "Normal" "PTEN" 0.61
"2372" "Normal" "PTEN" 0.2
"2373" "Normal" "PTEN" 0.68
"2374" "Normal" "PTEN" 0.32
"2375" "Normal" "PTEN" 0.96
"2376" "Normal" "PTEN" 1.68
"2377" "Normal" "PTEN" 1.34
"2378" "Normal" "PTEN" 0.21
"2379" "Normal" "PTEN" -0.17
"2380" "Normal" "PTEN" 0.84
"2381" "Normal" "PTEN" -0.02
"2382" "Normal" "PTEN" 2.73
"2383" "Normal" "PTEN" 0.04
"2384" "Normal" "PTEN" 1.03
"2385" "Normal" "PTEN" 1.79
"2386" "Normal" "PTEN" 1.7
"2387" "Normal" "PTEN" 1.27
"2388" "Normal" "PTEN" 1.26
"2389" "Normal" "PTEN" 1.53
"2390" "Normal" "PTEN" 0.44
"2391" "Normal" "PTEN" 1.08
"2392" "Normal" "PTEN" 0.74
"2393" "Normal" "PTEN" 1.68
"2394" "Normal" "PTEN" 0.44
"2395" "Normal" "PTEN" -0.07
"2396" "Normal" "PTEN" 0
"2397" "Normal" "PTEN" 1.35
"2398" "Normal" "PTEN" 0.64
"2399" "Normal" "PTEN" -1.4
"2400" "Normal" "PTEN" 1.29
"2401" "Normal" "PTEN" 0.04
"2402" "Normal" "PTEN" 1.04
"2403" "Normal" "PTEN" 0.95
"2404" "Normal" "PTEN" 0.23
"2405" "Normal" "PTEN" -0.12
"2406" "Normal" "PTEN" -0.57
"2407" "Normal" "PTEN" 1.58
"2408" "Normal" "PTEN" 0.13
"2409" "Normal" "PTEN" 0.57
"2410" "Normal" "PTEN" 1.08
"2411" "Normal" "PTEN" 0.96
"2412" "Normal" "PTEN" 1.26
"2413" "Normal" "PTEN" 0.58
"2414" "Normal" "PTEN" 0.51
"2415" "Normal" "PTEN" 0.58
"2416" "Normal" "PTEN" 0.34
"2417" "Normal" "PTEN" 0.86
"2418" "Normal" "PTEN" 1.36
"2419" "Normal" "PTEN" 0.75
"2420" "Normal" "PTEN" 0.66
"2421" "Normal" "PTEN" -0.22
"2422" "Normal" "PTEN" 0.4
"2423" "Normal" "PTEN" 1.2
"2424" "Normal" "PTEN" 1.36
"2425" "Normal" "PTEN" 0.78
"2426" "Normal" "PTEN" 0.38
"2427" "Normal" "PTEN" 1.09
"2428" "Normal" "PTEN" 1.67
"2429" "Normal" "PTEN" 1.35
"2430" "Normal" "PTEN" 0.57
"2431" "Normal" "PTEN" 0.6
"2432" "Normal" "PTEN" -0.08
"2433" "Normal" "PTEN" 1.41
"2434" "Normal" "PTEN" 0.55
"2435" "Normal" "PTEN" 0.34
"2436" "Normal" "PTEN" 0.93
"2437" "Normal" "PTEN" -0.13
"2438" "Normal" "PTEN" 1.39
"2439" "Normal" "PTEN" -1.09
"2440" "Normal" "PTEN" 0.74
"2441" "Normal" "PTEN" 0.91
"2442" "Normal" "PTEN" 1.46
"2443" "Normal" "PTEN" 0.42
"2444" "Normal" "PTEN" 0.66
"2445" "Normal" "PTEN" 2.53
"2446" "Normal" "PTEN" 0.7
"2447" "Normal" "PTEN" 1.11
"2448" "Normal" "PTEN" 1.06
"2449" "Normal" "PTEN" 1.34
"2450" "Normal" "PTEN" 0.72
"2451" "Normal" "PTEN" 0.23
"2452" "Normal" "PTEN" -1.09
"2453" "Normal" "PTEN" 1.37
"2454" "Normal" "PTEN" 0.75
"2455" "Normal" "PTEN" 1.51
"2456" "Normal" "PTEN" 0.7
"2457" "Normal" "PTEN" -0.25
"2458" "Normal" "PTEN" 0.09
"2459" "Normal" "PTEN" 0.57
"2460" "Normal" "PTEN" 1.06
"2461" "Normal" "PTEN" 0.08
"2462" "Normal" "PTEN" 0.26
"2463" "Normal" "PTEN" 0.28
"2464" "Normal" "PTEN" -0.14
"2465" "Normal" "PTEN" -1.08
"2466" "Normal" "PTEN" 0.72
"2467" "Normal" "PTEN" 0.54
"2468" "Normal" "PTEN" 0.86
"2469" "Normal" "PTEN" -0.07
"2470" "Normal" "PTEN" -0.35
"2471" "Normal" "PTEN" 0.21
"2472" "Normal" "PTEN" 0.93
"2473" "Normal" "PTEN" 0.85
"2474" "Normal" "PTEN" 0.7
"2475" "Normal" "PTEN" -1.94
"2476" "Normal" "PTEN" 0.88
"2477" "Normal" "PTEN" 0.58
"2478" "Normal" "PTEN" 0.96
"2479" "Normal" "PTEN" 0.74
"2480" "Normal" "PTEN" 0.49
"2481" "Normal" "PTEN" -0.9
"2482" "Normal" "PTEN" -0.48
"2483" "Normal" "PTEN" 0.25
"2484" "Normal" "PTEN" 0.32
"2485" "Normal" "PTEN" 0.32
"2486" "Normal" "PTEN" 0.36
"2487" "Normal" "PTEN" 1.18
"2488" "Normal" "PTEN" -0.08
"2489" "Normal" "PTEN" -0.99
"2490" "Normal" "PTEN" 0.31
"2491" "Normal" "PTEN" 0.75
"2492" "Normal" "PTEN" -0.16
"2493" "Normal" "PTEN" 1.03
"2494" "Normal" "PTEN" 0.24
"2495" "Normal" "PTEN" -0.21
"2496" "Normal" "PTEN" 0.8
"2497" "Normal" "PTEN" 0.12
"2498" "Normal" "PTEN" 0.1
"2499" "Normal" "PTEN" 0.65
"2500" "Normal" "PTEN" 1.09
"2501" "Normal" "PTEN" -0.3
"2502" "Normal" "PTEN" 0.51
"2503" "Normal" "PTEN" -0.49
"2504" "Normal" "PTEN" -0.25
"2505" "Normal" "PTEN" 0.94
"2506" "Normal" "PTEN" 0.66
"2507" "Normal" "PTEN" -0.43
"2508" "Normal" "PTEN" -0.22
"2509" "Normal" "PTEN" -0.63
"2510" "Normal" "PTEN" 0.52
"2511" "Normal" "PTEN" 0.87
"2512" "Normal" "PTEN" 0.03
"2513" "Normal" "PTEN" 0.84
"2514" "Normal" "PTEN" 0.9
"2515" "Normal" "PTEN" -0.22
"2516" "Normal" "PTEN" 0.53
"2517" "Normal" "PTEN" 0.41
"2518" "Normal" "PTEN" 0.82
"2519" "Normal" "PTEN" 0.79
"2520" "Normal" "PTEN" 0.46
"2521" "Normal" "PTEN" -0.25
"2522" "Normal" "PTEN" 0.28
"2523" "Normal" "PTEN" 0.1
"2524" "Normal" "PTEN" -0.49
"2525" "Normal" "PTEN" 0.69
"2526" "Normal" "PTEN" -1.09
"2527" "Normal" "PTEN" -0.13
"2528" "Normal" "PTEN" 0.14
"2529" "Normal" "PTEN" 0.41
"2530" "Normal" "PTEN" -0.14
"2531" "Normal" "PTEN" 0.28
"2532" "Normal" "PTEN" 0.24
"2533" "Normal" "PTEN" -0.43
"2534" "Normal" "PTEN" -1.51
"2535" "Normal" "PTEN" 0
"2536" "Normal" "PTEN" 0.14
"2537" "Normal" "PTEN" 0.65
"2538" "Normal" "PTEN" -0.4
"2539" "Normal" "PTEN" -0.24
"2540" "Normal" "PTEN" -0.39
"2541" "Normal" "PTEN" 1.47
"2542" "Normal" "PTEN" 1.04
"2543" "Normal" "PTEN" 0.32
"2544" "Normal" "PTEN" 0.9
"2545" "Normal" "PTEN" 0.04
"2546" "Normal" "PTEN" -0.61
"2547" "Normal" "PTEN" 0.28
"2548" "Normal" "PTEN" -1.29
"2549" "Normal" "PTEN" 0.18
"2550" "Normal" "PTEN" 0.77
"2551" "Normal" "PTEN" 0.18
"2552" "Normal" "PTEN" -1.18
"2553" "Normal" "PTEN" 0.97
"2554" "Normal" "PTEN" -0.06
"2555" "Normal" "PTEN" -0.46
"2556" "Normal" "PTEN" 0.27
"2557" "Normal" "PTEN" 1.36
"2558" "Normal" "PTEN" -0.05
"2559" "Normal" "PTEN" 0.39
"2560" "Normal" "PTEN" 0.95
"2561" "Normal" "PTEN" 0.77
"2562" "Normal" "PTEN" -0.04
"2563" "Normal" "PTEN" 0.83
"2564" "Normal" "PTEN" 0.71
"2565" "Normal" "PTEN" 0.36
"2566" "Normal" "PTEN" 1.35
"2567" "Normal" "PTEN" 1.25
"2568" "Normal" "PTEN" 0.52
"2569" "Normal" "PTEN" -0.41
"2570" "Normal" "PTEN" -1.61
"2571" "Normal" "PTEN" 0.12
"2572" "Normal" "PTEN" -0.54
"2573" "Normal" "PTEN" 0.3
"2574" "Normal" "PTEN" 0.54
"2575" "Normal" "PTEN" 0.92
"2576" "Normal" "PTEN" 0.78
"2577" "Normal" "PTEN" 1.21
"2578" "Normal" "PTEN" -0.55
"2579" "Normal" "PTEN" 1.26
"2580" "Normal" "PTEN" -0.38
"2581" "Normal" "PTEN" 0.08
"2582" "Normal" "PTEN" -0.7
"2583" "Normal" "PTEN" 0.34
"2584" "Normal" "PTEN" 0.74
"2585" "Normal" "PTEN" 1.43
"2586" "Normal" "PTEN" 0
"2587" "Normal" "PTEN" 0.46
"2588" "Normal" "PTEN" 0.48
"2589" "Normal" "PTEN" 0.59
"2590" "Normal" "PTEN" 0.16
"2591" "Normal" "PTEN" -0.86
"2592" "Normal" "PTEN" 0.17
"2593" "Normal" "PTEN" 0.77
"2594" "Normal" "PTEN" -1.16
"2595" "Normal" "PTEN" 1.39
"2596" "Normal" "PTEN" 1.03
"2597" "Normal" "PTEN" 0.62
"2598" "Normal" "PTEN" -0.5
"2599" "Normal" "PTEN" 0.48
"2600" "Normal" "PTEN" 1.04
"2601" "Normal" "PTEN" 0.22
"2602" "Normal" "PTEN" 0.23
"2603" "Normal" "PTEN" 0.53
"2604" "Normal" "PTEN" 1.1
"2605" "Normal" "PTEN" -0.43
"2606" "Normal" "PTEN" 0.65
"2607" "Normal" "PTEN" 0.6
"2608" "Normal" "PTEN" 0.44
"2609" "Normal" "PTEN" 0.71
"2610" "Normal" "PTEN" 0.01
"2611" "Tumor" "XBP1" 2.98
"2612" "Tumor" "XBP1" 2.55
"2613" "Tumor" "XBP1" 3.02
"2614" "Tumor" "XBP1" 3.13
"2615" "Tumor" "XBP1" -1.45
"2616" "Tumor" "XBP1" 4.04
"2617" "Tumor" "XBP1" -0.72
"2618" "Tumor" "XBP1" -1.19
"2619" "Tumor" "XBP1" 2.28
"2620" "Tumor" "XBP1" -1.6
"2621" "Tumor" "XBP1" 0.33
"2622" "Tumor" "XBP1" 3.06
"2623" "Tumor" "XBP1" -1.18
"2624" "Tumor" "XBP1" -2.44
"2625" "Tumor" "XBP1" 2.09
"2626" "Tumor" "XBP1" 1.72
"2627" "Tumor" "XBP1" 2.01
"2628" "Tumor" "XBP1" 1.18
"2629" "Tumor" "XBP1" 1.51
"2630" "Tumor" "XBP1" -1.15
"2631" "Tumor" "XBP1" 0.96
"2632" "Tumor" "XBP1" 2.45
"2633" "Tumor" "XBP1" 2.45
"2634" "Tumor" "XBP1" 3.19
"2635" "Tumor" "XBP1" 2.78
"2636" "Tumor" "XBP1" 1.44
"2637" "Tumor" "XBP1" 1.62
"2638" "Tumor" "XBP1" 1.03
"2639" "Tumor" "XBP1" 1.14
"2640" "Tumor" "XBP1" 0.42
"2641" "Tumor" "XBP1" -1.81
"2642" "Tumor" "XBP1" 2.16
"2643" "Tumor" "XBP1" -0.87
"2644" "Tumor" "XBP1" 2.93
"2645" "Tumor" "XBP1" 2.48
"2646" "Tumor" "XBP1" 2.36
"2647" "Tumor" "XBP1" 1.93
"2648" "Tumor" "XBP1" 2.48
"2649" "Tumor" "XBP1" 1.88
"2650" "Tumor" "XBP1" 3.49
"2651" "Tumor" "XBP1" 3.35
"2652" "Tumor" "XBP1" 1.88
"2653" "Tumor" "XBP1" 3.47
"2654" "Tumor" "XBP1" 2.53
"2655" "Tumor" "XBP1" 2.54
"2656" "Tumor" "XBP1" 2.3
"2657" "Tumor" "XBP1" 2.71
"2658" "Tumor" "XBP1" 0.6
"2659" "Tumor" "XBP1" 2.29
"2660" "Tumor" "XBP1" 1.88
"2661" "Tumor" "XBP1" 1.5
"2662" "Tumor" "XBP1" 0.38
"2663" "Tumor" "XBP1" 3.7
"2664" "Tumor" "XBP1" 0.84
"2665" "Tumor" "XBP1" 1.44
"2666" "Tumor" "XBP1" -1.75
"2667" "Tumor" "XBP1" 2.98
"2668" "Tumor" "XBP1" 2.48
"2669" "Tumor" "XBP1" 2.68
"2670" "Tumor" "XBP1" 1.27
"2671" "Tumor" "XBP1" 1.91
"2672" "Tumor" "XBP1" 4.03
"2673" "Tumor" "XBP1" 2.15
"2674" "Tumor" "XBP1" -0.92
"2675" "Tumor" "XBP1" 2.74
"2676" "Tumor" "XBP1" 2.14
"2677" "Tumor" "XBP1" 3.27
"2678" "Tumor" "XBP1" 3.73
"2679" "Tumor" "XBP1" -1.4
"2680" "Tumor" "XBP1" 2.21
"2681" "Tumor" "XBP1" 2.26
"2682" "Tumor" "XBP1" -1.59
"2683" "Tumor" "XBP1" 2.03
"2684" "Tumor" "XBP1" 3.44
"2685" "Tumor" "XBP1" 3.2
"2686" "Tumor" "XBP1" -1.26
"2687" "Tumor" "XBP1" 1.05
"2688" "Tumor" "XBP1" 1.36
"2689" "Tumor" "XBP1" 3.02
"2690" "Tumor" "XBP1" 2.3
"2691" "Tumor" "XBP1" -1.67
"2692" "Tumor" "XBP1" 3.13
"2693" "Tumor" "XBP1" -0.78
"2694" "Tumor" "XBP1" -1.38
"2695" "Tumor" "XBP1" 2.06
"2696" "Tumor" "XBP1" -1.21
"2697" "Tumor" "XBP1" 0.85
"2698" "Tumor" "XBP1" -1.34
"2699" "Tumor" "XBP1" -0.07
"2700" "Tumor" "XBP1" 3.16
"2701" "Tumor" "XBP1" 3.65
"2702" "Tumor" "XBP1" 3.21
"2703" "Tumor" "XBP1" 1.85
"2704" "Tumor" "XBP1" 3.24
"2705" "Tumor" "XBP1" 1.28
"2706" "Tumor" "XBP1" 2.52
"2707" "Tumor" "XBP1" 2.71
"2708" "Tumor" "XBP1" 0.9
"2709" "Tumor" "XBP1" 1.29
"2710" "Tumor" "XBP1" 2.89
"2711" "Tumor" "XBP1" 2.24
"2712" "Tumor" "XBP1" 1.96
"2713" "Tumor" "XBP1" 2.93
"2714" "Tumor" "XBP1" 2.01
"2715" "Tumor" "XBP1" -1.12
"2716" "Tumor" "XBP1" 2.23
"2717" "Tumor" "XBP1" 2.88
"2718" "Tumor" "XBP1" 3.05
"2719" "Tumor" "XBP1" 4.3
"2720" "Tumor" "XBP1" 1.48
"2721" "Tumor" "XBP1" 3.34
"2722" "Tumor" "XBP1" -1
"2723" "Tumor" "XBP1" 3.73
"2724" "Tumor" "XBP1" -0.52
"2725" "Tumor" "XBP1" 3.77
"2726" "Tumor" "XBP1" 1.16
"2727" "Tumor" "XBP1" 2.3
"2728" "Tumor" "XBP1" 3.08
"2729" "Tumor" "XBP1" 2.97
"2730" "Tumor" "XBP1" 2.77
"2731" "Tumor" "XBP1" 3.52
"2732" "Tumor" "XBP1" 2.5
"2733" "Tumor" "XBP1" 2.29
"2734" "Tumor" "XBP1" 2.34
"2735" "Tumor" "XBP1" 2.67
"2736" "Tumor" "XBP1" 2.84
"2737" "Tumor" "XBP1" 2.38
"2738" "Tumor" "XBP1" 2.38
"2739" "Tumor" "XBP1" 3.45
"2740" "Tumor" "XBP1" -0.71
"2741" "Tumor" "XBP1" 2.51
"2742" "Tumor" "XBP1" 0.35
"2743" "Tumor" "XBP1" 2.05
"2744" "Tumor" "XBP1" 2.62
"2745" "Tumor" "XBP1" 2.29
"2746" "Tumor" "XBP1" 0.53
"2747" "Tumor" "XBP1" 3.12
"2748" "Tumor" "XBP1" 2.5
"2749" "Tumor" "XBP1" 1.61
"2750" "Tumor" "XBP1" 1.7
"2751" "Tumor" "XBP1" 1.73
"2752" "Tumor" "XBP1" 3.82
"2753" "Tumor" "XBP1" 3.12
"2754" "Tumor" "XBP1" 2.97
"2755" "Tumor" "XBP1" 2.69
"2756" "Tumor" "XBP1" 3.02
"2757" "Tumor" "XBP1" 3.33
"2758" "Tumor" "XBP1" 1.79
"2759" "Tumor" "XBP1" 4.49
"2760" "Tumor" "XBP1" 3.17
"2761" "Tumor" "XBP1" 3.37
"2762" "Tumor" "XBP1" 1.95
"2763" "Tumor" "XBP1" 2.83
"2764" "Tumor" "XBP1" 3.45
"2765" "Tumor" "XBP1" 3.06
"2766" "Tumor" "XBP1" 2.46
"2767" "Tumor" "XBP1" 3.82
"2768" "Tumor" "XBP1" 3.29
"2769" "Tumor" "XBP1" 3.13
"2770" "Tumor" "XBP1" 2.48
"2771" "Tumor" "XBP1" 2.36
"2772" "Tumor" "XBP1" 2.32
"2773" "Tumor" "XBP1" 3.42
"2774" "Tumor" "XBP1" 1.48
"2775" "Tumor" "XBP1" 1.63
"2776" "Tumor" "XBP1" 1.89
"2777" "Tumor" "XBP1" 3.35
"2778" "Tumor" "XBP1" 4.03
"2779" "Tumor" "XBP1" 1.39
"2780" "Tumor" "XBP1" 2.93
"2781" "Tumor" "XBP1" 0.74
"2782" "Tumor" "XBP1" 3.3
"2783" "Tumor" "XBP1" 2.87
"2784" "Tumor" "XBP1" 2.92
"2785" "Tumor" "XBP1" 3.03
"2786" "Tumor" "XBP1" 3.42
"2787" "Tumor" "XBP1" 3.76
"2788" "Tumor" "XBP1" 2.47
"2789" "Tumor" "XBP1" 2.36
"2790" "Tumor" "XBP1" 2.81
"2791" "Tumor" "XBP1" 1.27
"2792" "Tumor" "XBP1" -0.64
"2793" "Tumor" "XBP1" 2.28
"2794" "Tumor" "XBP1" 2.9
"2795" "Tumor" "XBP1" 0.58
"2796" "Tumor" "XBP1" 1.83
"2797" "Tumor" "XBP1" -1.43
"2798" "Tumor" "XBP1" 2.48
"2799" "Tumor" "XBP1" -1.38
"2800" "Tumor" "XBP1" 1.01
"2801" "Tumor" "XBP1" 1.67
"2802" "Tumor" "XBP1" -1.11
"2803" "Tumor" "XBP1" 2.49
"2804" "Tumor" "XBP1" 0.17
"2805" "Tumor" "XBP1" 1.68
"2806" "Tumor" "XBP1" 2.77
"2807" "Tumor" "XBP1" 1.66
"2808" "Tumor" "XBP1" 0.58
"2809" "Tumor" "XBP1" 2.38
"2810" "Tumor" "XBP1" -1.07
"2811" "Tumor" "XBP1" 2.03
"2812" "Tumor" "XBP1" 1.92
"2813" "Tumor" "XBP1" 0.73
"2814" "Tumor" "XBP1" 3.51
"2815" "Tumor" "XBP1" 1.39
"2816" "Tumor" "XBP1" 2.14
"2817" "Tumor" "XBP1" 3.94
"2818" "Tumor" "XBP1" 2.09
"2819" "Tumor" "XBP1" 2.51
"2820" "Tumor" "XBP1" 2.36
"2821" "Tumor" "XBP1" -0.23
"2822" "Tumor" "XBP1" 2.62
"2823" "Tumor" "XBP1" 1.67
"2824" "Tumor" "XBP1" 1.51
"2825" "Tumor" "XBP1" 3.12
"2826" "Tumor" "XBP1" 0.25
"2827" "Tumor" "XBP1" 3.51
"2828" "Tumor" "XBP1" 2.26
"2829" "Tumor" "XBP1" 1.92
"2830" "Tumor" "XBP1" 2.07
"2831" "Tumor" "XBP1" 0.06
"2832" "Tumor" "XBP1" 2.39
"2833" "Tumor" "XBP1" 2.05
"2834" "Tumor" "XBP1" 2.47
"2835" "Tumor" "XBP1" -0.26
"2836" "Tumor" "XBP1" 2.11
"2837" "Tumor" "XBP1" -0.96
"2838" "Tumor" "XBP1" 1.91
"2839" "Tumor" "XBP1" 2.12
"2840" "Tumor" "XBP1" 0.02
"2841" "Tumor" "XBP1" 1.73
"2842" "Tumor" "XBP1" 0.4
"2843" "Tumor" "XBP1" 0.22
"2844" "Tumor" "XBP1" 2.43
"2845" "Tumor" "XBP1" 1.31
"2846" "Tumor" "XBP1" 3.58
"2847" "Tumor" "XBP1" 2.69
"2848" "Tumor" "XBP1" 3.53
"2849" "Tumor" "XBP1" 2.69
"2850" "Tumor" "XBP1" -2.28
"2851" "Tumor" "XBP1" 2.39
"2852" "Tumor" "XBP1" -1.52
"2853" "Tumor" "XBP1" 2.81
"2854" "Tumor" "XBP1" 1.84
"2855" "Tumor" "XBP1" -0.48
"2856" "Tumor" "XBP1" -0.57
"2857" "Tumor" "XBP1" 1.36
"2858" "Tumor" "XBP1" 3.76
"2859" "Tumor" "XBP1" 1.88
"2860" "Tumor" "XBP1" 2.07
"2861" "Tumor" "XBP1" 2.26
"2862" "Tumor" "XBP1" -1.64
"2863" "Tumor" "XBP1" 3.65
"2864" "Tumor" "XBP1" 4.04
"2865" "Tumor" "XBP1" 4.34
"2866" "Tumor" "XBP1" -0.44
"2867" "Tumor" "XBP1" 1.32
"2868" "Tumor" "XBP1" 0.12
"2869" "Tumor" "XBP1" 2.97
"2870" "Tumor" "XBP1" 2.25
"2871" "Tumor" "XBP1" -0.87
"2872" "Tumor" "XBP1" 2.15
"2873" "Tumor" "XBP1" -2.21
"2874" "Tumor" "XBP1" 4.32
"2875" "Tumor" "XBP1" 2.34
"2876" "Tumor" "XBP1" 3.63
"2877" "Tumor" "XBP1" 1.22
"2878" "Tumor" "XBP1" 3.08
"2879" "Tumor" "XBP1" -0.18
"2880" "Tumor" "XBP1" 2.09
"2881" "Tumor" "XBP1" 2.39
"2882" "Tumor" "XBP1" -0.85
"2883" "Tumor" "XBP1" -1.83
"2884" "Tumor" "XBP1" 0.07
"2885" "Tumor" "XBP1" -0.76
"2886" "Tumor" "XBP1" 2.08
"2887" "Tumor" "XBP1" 2.21
"2888" "Tumor" "XBP1" 2.77
"2889" "Tumor" "XBP1" 0.55
"2890" "Tumor" "XBP1" 2.28
"2891" "Tumor" "XBP1" 0.74
"2892" "Tumor" "XBP1" -1.91
"2893" "Tumor" "XBP1" 2.59
"2894" "Tumor" "XBP1" 1.88
"2895" "Tumor" "XBP1" 2.32
"2896" "Tumor" "XBP1" 2.34
"2897" "Tumor" "XBP1" 2.9
"2898" "Tumor" "XBP1" 2.29
"2899" "Tumor" "XBP1" -1.51
"2900" "Tumor" "XBP1" -1.22
"2901" "Tumor" "XBP1" 1.58
"2902" "Tumor" "XBP1" -1.5
"2903" "Tumor" "XBP1" 3.17
"2904" "Tumor" "XBP1" 2.82
"2905" "Tumor" "XBP1" 2.18
"2906" "Tumor" "XBP1" 2.83
"2907" "Tumor" "XBP1" 3.13
"2908" "Tumor" "XBP1" 1.98
"2909" "Tumor" "XBP1" 1.69
"2910" "Tumor" "XBP1" 1.78
"2911" "Tumor" "XBP1" -0.04
"2912" "Tumor" "XBP1" 1.94
"2913" "Tumor" "XBP1" 2.94
"2914" "Tumor" "XBP1" 0.91
"2915" "Tumor" "XBP1" 2.89
"2916" "Tumor" "XBP1" 2.71
"2917" "Tumor" "XBP1" -1.92
"2918" "Tumor" "XBP1" -0.96
"2919" "Tumor" "XBP1" 3.07
"2920" "Tumor" "XBP1" 2.55
"2921" "Tumor" "XBP1" 2.46
"2922" "Tumor" "XBP1" 2.61
"2923" "Tumor" "XBP1" 3.58
"2924" "Tumor" "XBP1" 2.14
"2925" "Tumor" "XBP1" 3.43
"2926" "Tumor" "XBP1" 3.53
"2927" "Tumor" "XBP1" 2.17
"2928" "Tumor" "XBP1" 1.02
"2929" "Tumor" "XBP1" 0.45
"2930" "Tumor" "XBP1" -0.15
"2931" "Tumor" "XBP1" 3.78
"2932" "Tumor" "XBP1" 2.87
"2933" "Tumor" "XBP1" 3.22
"2934" "Tumor" "XBP1" 2.84
"2935" "Tumor" "XBP1" 2.56
"2936" "Tumor" "XBP1" -1.23
"2937" "Tumor" "XBP1" 1.95
"2938" "Tumor" "XBP1" 2.32
"2939" "Tumor" "XBP1" 3
"2940" "Tumor" "XBP1" -1.06
"2941" "Tumor" "XBP1" 3.14
"2942" "Tumor" "XBP1" 3.26
"2943" "Tumor" "XBP1" 2.88
"2944" "Tumor" "XBP1" 2
"2945" "Tumor" "XBP1" 2.58
"2946" "Tumor" "XBP1" -0.72
"2947" "Tumor" "XBP1" 2.5
"2948" "Tumor" "XBP1" 2.08
"2949" "Tumor" "XBP1" 2.2
"2950" "Tumor" "XBP1" 2.54
"2951" "Tumor" "XBP1" 0.87
"2952" "Tumor" "XBP1" 2.89
"2953" "Tumor" "XBP1" 2.33
"2954" "Tumor" "XBP1" 0.16
"2955" "Tumor" "XBP1" 1.1
"2956" "Tumor" "XBP1" -1.94
"2957" "Tumor" "XBP1" 1.91
"2958" "Tumor" "XBP1" 2.58
"2959" "Tumor" "XBP1" 1.79
"2960" "Tumor" "XBP1" -1.34
"2961" "Tumor" "XBP1" 3.02
"2962" "Tumor" "XBP1" -1.67
"2963" "Tumor" "XBP1" 1.55
"2964" "Tumor" "XBP1" 2.5
"2965" "Tumor" "XBP1" 0.19
"2966" "Tumor" "XBP1" 2.66
"2967" "Tumor" "XBP1" 3.29
"2968" "Tumor" "XBP1" 1.83
"2969" "Tumor" "XBP1" -0.9
"2970" "Tumor" "XBP1" 1.46
"2971" "Tumor" "XBP1" 2.21
"2972" "Tumor" "XBP1" -0.98
"2973" "Tumor" "XBP1" 1.35
"2974" "Tumor" "XBP1" 1.83
"2975" "Tumor" "XBP1" 3.25
"2976" "Tumor" "XBP1" 2.8
"2977" "Tumor" "XBP1" 1.61
"2978" "Tumor" "XBP1" 2.58
"2979" "Tumor" "XBP1" 0.78
"2980" "Tumor" "XBP1" 1.3
"2981" "Tumor" "XBP1" 1.51
"2982" "Tumor" "XBP1" 3.44
"2983" "Tumor" "XBP1" 1.97
"2984" "Tumor" "XBP1" 2.35
"2985" "Tumor" "XBP1" 0.79
"2986" "Tumor" "XBP1" -0.43
